GHCN_ID,month,day,hour,MAM-TAVG-NORMAL,meas_flag_MAM-TAVG-NORMAL,comp_flag_MAM-TAVG-NORMAL,years_MAM-TAVG-NORMAL,MAM-TMIN-NORMAL,meas_flag_MAM-TMIN-NORMAL,comp_flag_MAM-TMIN-NORMAL,years_MAM-TMIN-NORMAL,MAM-TMAX-NORMAL,meas_flag_MAM-TMAX-NORMAL,comp_flag_MAM-TMAX-NORMAL,years_MAM-TMAX-NORMAL,MAM-DUTR-NORMAL,meas_flag_MAM-DUTR-NORMAL,comp_flag_MAM-DUTR-NORMAL,years_MAM-DUTR-NORMAL
USC00027593,99,99,99,    63.8, ,R,16,    50.7, ,R,16,    77.0, ,R,16,    26.3, ,R,16
USC00027619,99,99,99,    62.6, ,R,23,    45.2, ,S,26,    80.1, ,R,23,    34.9, ,R,23
USC00027708,99,99,99,    60.5, ,R,16,    45.7, ,R,19,    75.3, ,R,16,    29.6, ,R,16
USC00027716,99,99,99,    53.0, ,S,27,    34.6, ,S,27,    71.4, ,S,30,    36.8, ,S,27
USC00027855,99,99,99,    51.5, ,S,28,    37.5, ,S,28,    65.5, ,S,30,    27.9, ,S,28
USC00027880,99,99,99,    60.7, ,R,19,    43.6, ,R,19,    77.7, ,R,22,    34.1, ,R,19
USC00027990,99,99,99,    59.7, ,E, 5,    44.7, ,E, 6,    74.6, ,E, 5,    29.9, ,E, 5
USC00028012,99,99,99,    51.9, ,R,21,    34.0, ,R,21,    69.8, ,S,25,    35.8, ,R,21
USC00028112,99,99,99,    69.8, ,R,17,    54.6, ,R,17,    85.1, ,R,17,    30.5, ,R,17
USC00028162,99,99,99,    48.8, ,R,25,    29.6, ,S,25,    68.1, ,S,25,    38.6, ,R,25
USC00028214,99,99,99,    68.6, ,R,12,    51.6, ,R,14,    85.5, ,R,12,    33.9, ,R,12
USC00028326,99,99,99,    39.7, ,E, 6,    25.7, ,E, 8,    53.6, ,E, 6,    27.9, ,E, 6
USC00028329,99,99,99,    44.5, ,R,23,    27.2, ,R,23,    61.7, ,S,29,    34.5, ,R,23
USC00028348,99,99,99,    67.4, ,R,11,    56.0, ,R,11,    78.9, ,R,13,    22.9, ,R,11
USC00028396,99,99,99,    71.2, ,S,28,    53.2, ,S,30,    89.2, ,S,28,    35.9, ,S,28
USC00028468,99,99,99,    56.6, ,R,22,    42.4, ,S,24,    70.7, ,R,22,    28.3, ,R,22
USC00028499,99,99,99,    69.7, ,R,23,    52.0, ,R,23,    87.4, ,S,26,    35.5, ,R,23
USC00028516,99,99,99,    69.6, ,R,14,    56.2, ,R,14,    82.9, ,R,15,    26.7, ,R,14
USC00028590,99,99,99,    67.5, ,E, 5,    50.9, ,E, 5,    84.2, ,E, 9,    33.3, ,E, 5
USC00028619,99,99,99,    64.6, ,S,25,    50.2, ,S,29,    78.9, ,S,25,    28.8, ,S,25
USC00028792,99,99,99,    55.9, ,R,20,    40.6, ,R,20,    71.1, ,R,20,    30.5, ,R,20
USC00028795,99,99,99,    68.2, ,R,23,    52.2, ,R,23,    84.1, ,S,26,    31.9, ,R,23
USC00028796,99,99,99,    67.8, ,R,19,    50.7, ,R,22,    85.0, ,R,19,    34.3, ,R,19
USC00028815,99,99,99,    69.9, ,R,12,    56.7, ,R,12,    83.1, ,R,14,    26.4, ,R,12
USC00028817,99,99,99,    68.5, ,R,17,    52.3, ,R,17,    84.6, ,R,20,    32.2, ,R,17
USC00028865,99,99,99,    60.9, ,S,27,    43.2, ,S,27,    78.7, ,S,30,    35.5, ,S,27
USC00028904,99,99,99,    61.6, ,S,24,    43.8, ,S,24,    79.4, ,S,28,    35.6, ,S,24
USC00028910,99,99,99,    53.0, ,E, 2,    38.3, ,E, 2,    67.7, ,E, 2,    29.4, ,E, 2
USC00029114,99,99,99,    60.1, ,R,14,    47.1, ,R,14,    73.1, ,R,18,    26.0, ,R,14
USC00029156,99,99,99,    48.6, ,R,13,    34.2, ,R,13,    63.0, ,R,16,    28.8, ,R,13
USC00029158,99,99,99,    52.0, ,S,27,    31.7, ,S,27,    72.2, ,S,29,    40.5, ,S,27
USC00029287,99,99,99,    64.5, ,R,18,    46.6, ,R,18,    82.5, ,R,19,    36.0, ,R,18
USC00029309,99,99,99,    64.3, ,R,19,    45.8, ,R,19,    82.8, ,R,20,    37.0, ,R,19
USC00029334,99,99,99,    60.9, ,R,24,    42.5, ,S,24,    79.2, ,S,24,    36.7, ,R,24
USC00029359,99,99,99,    47.7, ,S,24,    32.4, ,S,24,    63.0, ,S,28,    30.6, ,S,24
USC00029376,99,99,99,    72.9, ,R,11,    58.7, ,R,11,    87.2, ,R,14,    28.5, ,R,11
USC00029464,99,99,99,    67.5, ,R,20,    52.0, ,R,20,    82.9, ,R,20,    30.9, ,R,20
USC00029542,99,99,99,    57.4, ,S,28,    43.7, ,S,28,    71.1, ,S,29,    27.4, ,S,28
USC00029634,99,99,99,    70.2, ,S,29,    55.8, ,S,29,    84.5, ,S,29,    28.7, ,S,29
USC00029645,99,99,99,    65.7, ,R,18,    51.8, ,R,18,    79.7, ,R,22,    27.9, ,R,18
USC00029656,99,99,99,    72.9, ,R,18,    56.7, ,R,18,    89.1, ,R,18,    32.5, ,R,18
USC00030064,99,99,99,    58.8, ,R,23,    49.2, ,R,23,    68.4, ,S,24,    19.2, ,R,23
USC00030130,99,99,99,    59.4, ,S,28,    48.6, ,S,28,    70.2, ,S,30,    21.6, ,S,28
USC00030220,99,99,99,    63.0, ,R,18,    50.5, ,R,18,    75.5, ,R,23,    25.1, ,R,18
USC00030240,99,99,99,    63.7, ,S,27,    54.4, ,S,27,    73.0, ,S,28,    18.6, ,S,27
USC00030286,99,99,99,    62.1, ,R,11,    50.4, ,R,11,    73.9, ,R,11,    23.5, ,R,11
USC00030458,99,99,99,    56.9, ,S,28,    46.1, ,S,29,    67.6, ,S,28,    21.6, ,S,28
USC00030460,99,99,99,    59.0, ,R,18,    47.8, ,R,20,    70.2, ,R,18,    22.4, ,R,18
USC00030536,99,99,99,    60.9, ,S,25,    50.8, ,S,26,    70.9, ,S,25,    20.0, ,S,25
USC00030582,99,99,99,    62.1, ,R,18,    50.3, ,R,18,    73.9, ,S,25,    23.6, ,R,18
USC00030586,99,99,99,    56.6, ,R,15,    44.5, ,R,15,    68.7, ,R,16,    24.2, ,R,15
USC00030664,99,99,99,    59.1, ,R,13,    50.0, ,R,13,    68.1, ,R,15,    18.1, ,R,13
USC00030764,99,99,99,    58.9, ,S,24,    46.6, ,S,24,    71.1, ,S,26,    24.5, ,S,24
USC00030798,99,99,99,    60.0, ,S,26,    47.5, ,S,26,    72.6, ,S,29,    25.1, ,S,26
USC00030806,99,99,99,    60.7, ,R,19,    51.4, ,R,21,    70.0, ,R,19,    18.5, ,R,19
USC00030832,99,99,99,    59.8, ,R,24,    47.8, ,S,24,    71.8, ,S,24,    24.0, ,R,24
USC00030936,99,99,99,    60.7, ,R,23,    50.8, ,R,23,    70.6, ,R,23,    19.8, ,R,23
USC00031102,99,99,99,    60.4, ,R,21,    47.9, ,S,24,    72.8, ,R,21,    25.0, ,R,21
USC00031132,99,99,99,    56.1, ,S,25,    43.9, ,S,28,    68.4, ,S,25,    24.5, ,S,25
USC00031140,99,99,99,    63.0, ,S,27,    51.0, ,S,29,    75.1, ,S,27,    24.1, ,S,27
USC00031152,99,99,99,    62.2, ,S,26,    50.3, ,S,26,    74.1, ,S,27,    23.8, ,S,26
USC00031191,99,99,99,    63.4, ,R,21,    52.6, ,R,21,    74.1, ,R,21,    21.5, ,R,21
USC00031442,99,99,99,    61.5, ,R,20,    52.4, ,R,20,    70.7, ,R,21,    18.4, ,R,20
USC00031457,99,99,99,    59.1, ,R,17,    49.4, ,R,17,    68.9, ,R,17,    19.4, ,R,17
USC00031459,99,99,99,    60.0, ,R,20,    49.3, ,R,20,    70.8, ,R,22,    21.5, ,R,20
USC00031596,99,99,99,    59.7, ,R,25,    47.9, ,S,25,    71.5, ,S,27,    23.5, ,R,25
USC00031632,99,99,99,    59.7, ,S,27,    49.7, ,S,27,    69.8, ,S,27,    20.1, ,S,27
USC00031730,99,99,99,    64.7, ,S,27,    52.0, ,S,29,    77.4, ,S,27,    25.4, ,S,27
USC00031838,99,99,99,    61.5, ,S,27,    49.4, ,S,27,    73.5, ,S,28,    24.1, ,S,27
USC00031900,99,99,99,    54.2, ,R,21,    45.3, ,R,21,    63.1, ,R,21,    17.8, ,R,21
USC00031910,99,99,99,    60.4, ,E, 8,    49.6, ,E, 9,    71.3, ,E, 8,    21.7, ,E, 8
USC00031935,99,99,99,    55.2, ,E, 4,    45.0, ,E, 4,    65.5, ,E, 4,    20.5, ,E, 4
USC00031948,99,99,99,    61.2, ,S,28,    49.1, ,S,28,    73.3, ,S,28,    24.2, ,S,28
USC00031962,99,99,99,    63.1, ,R,25,    53.3, ,S,25,    72.9, ,S,25,    19.6, ,R,25
USC00031968,99,99,99,    62.7, ,S,28,    53.3, ,S,28,    72.2, ,S,30,    18.8, ,S,28
USC00032148,99,99,99,    64.3, ,R,19,    53.7, ,R,19,    74.9, ,R,20,    21.2, ,R,19
USC00032355,99,99,99,    64.2, ,R,22,    52.8, ,R,22,    75.6, ,S,27,    22.7, ,R,22
USC00032366,99,99,99,    56.8, ,R,23,    44.8, ,S,24,    68.8, ,R,23,    24.0, ,R,23
USC00032444,99,99,99,    57.5, ,R,17,    47.1, ,R,17,    68.0, ,R,17,    20.9, ,R,17
USC00032540,99,99,99,    61.3, ,S,27,    49.6, ,S,27,    73.0, ,S,30,    23.4, ,S,27
USC00032794,99,99,99,    57.4, ,S,28,    45.2, ,S,29,    69.6, ,S,28,    24.4, ,S,28
USC00032930,99,99,99,    60.5, ,S,28,    49.1, ,S,30,    71.8, ,S,28,    22.7, ,S,28
USC00032962,99,99,99,    59.3, ,R,14,    46.7, ,R,14,    71.9, ,R,14,    25.2, ,R,14
USC00032978,99,99,99,    59.2, ,S,27,    47.5, ,S,27,    70.9, ,S,28,    23.3, ,S,27
USC00033132,99,99,99,    58.2, ,R,18,    47.5, ,R,18,    68.8, ,R,21,    21.3, ,R,18
USC00033164,99,99,99,    58.2, ,E, 5,    47.6, ,E, 5,    68.7, ,E, 5,    21.1, ,E, 5
USC00033242,99,99,99,    62.2, ,S,28,    52.2, ,S,28,    72.2, ,S,29,    20.0, ,S,28
USC00033428,99,99,99,    61.9, ,R,24,    50.2, ,S,25,    73.5, ,S,24,    23.3, ,R,24
USC00033466,99,99,99,    62.1, ,R,22,    51.1, ,R,22,    73.0, ,S,28,    21.9, ,R,22
USC00033544,99,99,99,    58.7, ,R,20,    49.2, ,R,20,    68.3, ,R,22,    19.1, ,R,20
USC00033734,99,99,99,    58.8, ,S,26,    47.6, ,S,26,    70.0, ,S,28,    22.3, ,S,26
USC00033821,99,99,99,    61.5, ,S,28,    51.7, ,S,28,    71.4, ,S,30,    19.7, ,S,28
USC00033862,99,99,99,    61.3, ,S,30,    50.8, ,S,30,    71.9, ,S,30,    21.1, ,S,30
USC00033909,99,99,99,    54.5, ,R,12,    44.3, ,R,12,    64.8, ,R,14,    20.5, ,R,12
USC00034106,99,99,99,    55.3, ,S,26,    43.7, ,S,26,    66.9, ,S,28,    23.2, ,S,26
USC00034134,99,99,99,    61.7, ,R,18,    48.8, ,R,19,    74.6, ,R,18,    25.8, ,R,18
USC00034185,99,99,99,    63.2, ,R,19,    51.2, ,R,19,    75.2, ,S,24,    24.0, ,R,19
USC00034548,99,99,99,    62.3, ,R,21,    49.8, ,R,21,    74.8, ,R,21,    25.0, ,R,21
USC00034562,99,99,99,    61.0, ,R,22,    48.9, ,R,23,    73.1, ,R,22,    24.2, ,R,22
USC00034572,99,99,99,    57.2, ,R,25,    44.4, ,S,25,    69.9, ,S,27,    25.5, ,R,25
USC00034625,99,99,99,    59.8, ,E, 6,    47.0, ,E, 6,    72.6, ,E, 6,    25.5, ,E, 6
USC00034638,99,99,99,    62.1, ,S,26,    52.1, ,S,28,    72.0, ,S,26,    19.9, ,S,26
USC00034666,99,99,99,    57.4, ,S,24,    45.7, ,S,24,    69.1, ,S,24,    23.3, ,S,24
USC00034756,99,99,99,    58.4, ,S,28,    46.9, ,S,28,    69.8, ,S,30,    23.0, ,S,28
USC00034938,99,99,99,    60.5, ,S,26,    48.6, ,S,26,    72.3, ,S,30,    23.7, ,S,26
USC00034988,99,99,99,    58.5, ,R,16,    46.9, ,R,16,    70.2, ,R,19,    23.3, ,R,16
USC00035018,99,99,99,    58.4, ,S,26,    45.7, ,S,27,    71.2, ,S,26,    25.4, ,S,26
USC00035036,99,99,99,    57.6, ,S,25,    46.5, ,S,25,    68.8, ,S,30,    22.4, ,S,25
USC00035046,99,99,99,    59.2, ,R,23,    48.3, ,R,23,    70.0, ,R,23,    21.7, ,R,23
USC00035079,99,99,99,    59.3, ,R,20,    46.9, ,R,21,    71.7, ,R,20,    24.8, ,R,20
USC00035112,99,99,99,    62.4, ,S,24,    50.4, ,S,24,    74.3, ,S,28,    23.9, ,S,24
USC00035186,99,99,99,    60.1, ,S,27,    50.8, ,S,29,    69.3, ,S,27,    18.5, ,S,27
USC00035200,99,99,99,    62.1, ,S,26,    50.0, ,S,26,    74.1, ,S,27,    24.1, ,S,26
USC00035512,99,99,99,    59.5, ,S,27,    48.1, ,S,27,    70.9, ,S,27,    22.8, ,S,27
USC00035563,99,99,99,    59.5, ,S,28,    49.5, ,S,28,    69.6, ,S,29,    20.1, ,S,28
USC00035754,99,99,99,    62.9, ,S,29,    52.5, ,S,29,    73.3, ,S,29,    20.8, ,S,29
USC00035820,99,99,99,    58.3, ,S,28,    46.8, ,S,28,    69.8, ,S,29,    23.0, ,S,28
USC00035831,99,99,99,    59.4, ,R,15,    49.2, ,R,15,    69.6, ,R,15,    20.4, ,R,15
USC00035866,99,99,99,    63.1, ,S,26,    52.5, ,S,26,    73.7, ,S,26,    21.2, ,S,26
USC00035908,99,99,99,    61.5, ,S,24,    49.2, ,S,24,    73.8, ,S,28,    24.6, ,S,24
USC00036174,99,99,99,    63.2, ,R,14,    52.4, ,R,16,    74.0, ,R,14,    21.6, ,R,14
USC00036253,99,99,99,    62.9, ,S,27,    53.4, ,S,27,    72.4, ,S,27,    19.0, ,S,27
USC00036376,99,99,99,    62.0, ,R,16,    51.9, ,R,16,    72.0, ,R,21,    20.1, ,R,16
USC00036403,99,99,99,    57.1, ,R,17,    44.9, ,R,18,    69.3, ,R,17,    24.4, ,R,17
USC00036506,99,99,99,    61.7, ,S,28,    50.8, ,S,29,    72.6, ,S,28,    21.8, ,S,28
USC00036562,99,99,99,    61.0, ,S,29,    48.4, ,S,29,    73.5, ,S,30,    25.1, ,S,29
USC00036768,99,99,99,    61.6, ,R,21,    49.5, ,R,21,    73.7, ,S,24,    24.2, ,R,21
USC00036920,99,99,99,    63.1, ,S,28,    53.4, ,S,28,    72.7, ,S,28,    19.3, ,S,28
USC00036928,99,99,99,    60.4, ,S,28,    49.0, ,S,29,    71.8, ,S,28,    22.8, ,S,28
USC00037488,99,99,99,    59.6, ,R,22,    47.3, ,R,23,    71.8, ,R,22,    24.5, ,R,22
USC00037582,99,99,99,    62.1, ,R,18,    51.1, ,R,19,    73.1, ,R,18,    21.9, ,R,18
USC00037712,99,99,99,    61.5, ,S,29,    51.6, ,S,29,    71.4, ,S,30,    19.8, ,S,29
USC00037963,99,99,99,    56.2, ,R,11,    47.1, ,R,11,    65.4, ,R,11,    18.3, ,R,11
USC00038052,99,99,99,    62.1, ,S,24,    51.8, ,S,24,    72.4, ,S,26,    20.5, ,S,24
USC00040029,99,99,99,    48.0, ,R,13,    33.2, ,R,16,    62.8, ,R,13,    29.6, ,R,13
USC00040136,99,99,99,    59.1, ,R,19,    47.4, ,R,20,    70.8, ,R,19,    23.4, ,R,19
USC00040161,99,99,99,    46.2, ,R,18,    31.8, ,R,18,    60.7, ,R,19,    28.9, ,R,18
USC00040192,99,99,99,    65.3, ,R,20,    54.6, ,R,23,    76.1, ,R,20,    21.5, ,R,20
USC00040212,99,99,99,    54.8, ,S,28,    43.3, ,S,28,    66.3, ,S,29,    23.0, ,S,28
USC00040232,99,99,99,    61.3, ,R,16,    50.1, ,R,16,    72.5, ,R,20,    22.4, ,R,16
USC00040343,99,99,99,    59.0, ,R,19,    47.3, ,R,19,    70.7, ,S,24,    23.4, ,R,19
USC00040379,99,99,99,    57.9, ,S,27,    46.9, ,S,27,    68.9, ,S,28,    22.0, ,S,27
USC00040383,99,99,99,    57.8, ,R,22,    46.2, ,R,22,    69.4, ,S,24,    23.2, ,R,22
USC00040436,99,99,99,    69.1, ,R,14,    53.7, ,R,14,    84.6, ,R,15,    30.9, ,R,14
USC00040444,99,99,99,    62.9, ,R,14,    50.4, ,R,14,    75.5, ,R,18,    25.2, ,R,14
USC00040449,99,99,99,    58.6, ,R,22,    47.8, ,S,26,    69.3, ,R,22,    21.6, ,R,22
USC00040521,99,99,99,    63.8, ,R,20,    50.2, ,R,23,    77.4, ,R,20,    27.2, ,R,20
USC00040673,99,99,99,    58.9, ,R,17,    42.7, ,R,17,    75.1, ,R,21,    32.4, ,R,17
USC00040693,99,99,99,    57.3, ,R,21,    47.3, ,R,21,    67.3, ,R,22,    20.0, ,R,21
USC00040738,99,99,99,    54.8, ,R,22,    39.8, ,R,22,    69.9, ,R,22,    30.1, ,R,22
USC00040741,99,99,99,    44.9, ,R,24,    31.7, ,S,27,    58.1, ,S,24,    26.4, ,R,24
USC00040790,99,99,99,    55.7, ,R,19,    44.1, ,R,21,    67.3, ,R,19,    23.2, ,R,19
USC00040924,99,99,99,    72.2, ,R,16,    55.6, ,R,17,    88.9, ,R,16,    33.3, ,R,16
USC00040931,99,99,99,    42.2, ,S,25,    25.6, ,S,25,    58.7, ,S,26,    33.0, ,S,25
USC00040943,99,99,99,    35.6, ,R,20,    18.9, ,R,20,    52.4, ,R,23,    33.5, ,R,20
USC00040983,99,99,99,    71.2, ,R,23,    56.5, ,R,23,    85.8, ,S,27,    29.3, ,R,23
USC00041018,99,99,99,    45.2, ,R,14,    34.5, ,R,14,    55.8, ,R,17,    21.3, ,R,14
USC00041048,99,99,99,    71.3, ,R,13,    54.9, ,R,13,    87.8, ,R,15,    32.9, ,R,13
USC00041072,99,99,99,    42.5, ,R,19,    25.5, ,R,22,    59.5, ,R,19,    34.0, ,R,19
USC00041194,99,99,99,    61.9, ,S,27,    50.6, ,S,27,    73.3, ,S,29,    22.7, ,S,27
USC00041214,99,99,99,    47.3, ,R,13,    31.6, ,R,13,    62.9, ,R,15,    31.3, ,R,13
USC00041244,99,99,99,    63.4, ,R,25,    50.1, ,S,25,    76.7, ,S,25,    26.6, ,R,25
USC00041253,99,99,99,    57.8, ,R,17,    40.0, ,R,17,    75.6, ,S,24,    35.6, ,R,17
USC00041277,99,99,99,    45.6, ,S,26,    36.2, ,S,26,    55.1, ,S,26,    18.9, ,S,26
USC00041312,99,99,99,    58.0, ,R,23,    45.2, ,S,24,    70.8, ,R,23,    25.6, ,R,23
USC00041316,99,99,99,    50.6, ,S,25,    35.9, ,S,25,    65.4, ,S,28,    29.5, ,S,25
USC00041424,99,99,99,    56.0, ,S,27,    39.0, ,S,27,    73.1, ,S,27,    34.2, ,S,27
USC00041428,99,99,99,    59.6, ,R,18,    48.5, ,R,18,    70.6, ,R,19,    22.1, ,R,18
USC00041476,99,99,99,    45.7, ,R,12,    31.1, ,R,13,    60.3, ,R,12,    29.2, ,R,12
USC00041497,99,99,99,    46.0, ,S,24,    33.1, ,S,24,    58.9, ,S,27,    25.8, ,S,24
USC00041534,99,99,99,    56.2, ,R,19,    43.4, ,R,19,    69.0, ,R,19,    25.6, ,R,19
USC00041606,99,99,99,    51.8, ,R,11,    37.1, ,R,11,    66.5, ,R,12,    29.4, ,R,11
USC00041614,99,99,99,    47.3, ,R,23,    33.9, ,R,23,    60.7, ,S,27,    26.8, ,R,23
USC00041697,99,99,99,    50.1, ,S,29,    37.9, ,S,29,    62.3, ,S,29,    24.4, ,S,29
USC00041700,99,99,99,    44.6, ,R,23,    31.1, ,S,24,    58.1, ,R,23,    27.0, ,R,23
USC00041715,99,99,99,    60.0, ,R,13,    46.4, ,R,13,    73.6, ,R,13,    27.3, ,R,13
USC00041738,99,99,99,    67.0, ,R,12,    51.7, ,R,12,    82.2, ,R,13,    30.5, ,R,12
USC00041758,99,99,99,    61.2, ,R,22,    54.3, ,R,22,    68.1, ,R,23,    13.8, ,R,22
USC00041806,99,99,99,    53.3, ,R,10,    39.9, ,R,10,    66.8, ,R,16,    26.9, ,R,10
USC00041838,99,99,99,    60.1, ,R,21,    45.7, ,R,21,    74.5, ,R,21,    28.8, ,R,21
USC00041864,99,99,99,    64.1, ,R,21,    49.7, ,R,21,    78.5, ,R,22,    28.8, ,R,21
USC00041912,99,99,99,    55.2, ,R,23,    43.7, ,S,24,    66.7, ,R,23,    23.0, ,R,23
USC00041948,99,99,99,    60.7, ,S,24,    47.8, ,S,24,    73.7, ,S,28,    25.9, ,S,24
USC00041967,99,99,99,    61.1, ,R,21,    49.7, ,R,21,    72.6, ,S,26,    23.0, ,R,21
USC00041990,99,99,99,    50.9, ,R,10,    36.3, ,R,10,    65.5, ,R,10,    29.1, ,R,10
USC00042012,99,99,99,    62.5, ,S,26,    48.2, ,S,26,    76.9, ,S,28,    28.8, ,S,26
USC00042081,99,99,99,    53.6, ,R,21,    39.0, ,R,21,    68.3, ,R,21,    29.3, ,R,21
USC00042147,99,99,99,    50.8, ,R,19,    43.3, ,R,19,    58.3, ,R,19,    15.0, ,R,19
USC00042214,99,99,99,    61.9, ,R,18,    53.5, ,R,18,    70.3, ,S,25,    16.8, ,R,18
USC00042239,99,99,99,    50.0, ,R,23,    39.6, ,R,23,    60.5, ,S,29,    20.9, ,R,23
USC00042294,99,99,99,    60.3, ,S,30,    47.4, ,S,30,    73.3, ,S,30,    26.0, ,S,30
USC00042319,99,99,99,    78.5, ,R,18,    65.6, ,R,18,    91.5, ,S,28,    25.9, ,R,18
USC00042346,99,99,99,    62.8, ,E, 8,    49.8, ,E, 8,    75.8, ,E, 8,    26.0, ,E, 8
USC00042402,99,99,99,    53.9, ,S,24,    41.3, ,S,24,    66.4, ,S,28,    25.1, ,S,24
USC00042456,99,99,99,    55.4, ,R,16,    41.6, ,R,16,    69.2, ,R,16,    27.6, ,R,16
USC00042467,99,99,99,    40.9, ,R,19,    27.0, ,R,19,    54.8, ,R,21,    27.8, ,R,19
USC00042500,99,99,99,    50.6, ,R,18,    36.8, ,R,18,    64.3, ,S,27,    27.5, ,R,18
USC00042506,99,99,99,    48.7, ,R,16,    35.1, ,R,16,    62.3, ,R,21,    27.2, ,R,16
USC00042574,99,99,99,    51.3, ,S,28,    38.2, ,S,28,    64.5, ,S,28,    26.3, ,S,28
USC00042598,99,99,99,    71.6, ,R,25,    61.2, ,S,25,    82.0, ,S,25,    20.8, ,R,25
USC00042640,99,99,99,    56.3, ,R,13,    42.3, ,R,13,    70.3, ,R,13,    27.9, ,R,13
USC00042706,99,99,99,    62.8, ,R,22,    51.6, ,S,25,    74.0, ,R,22,    22.5, ,R,22
USC00042709,99,99,99,    62.5, ,R,16,    46.3, ,R,16,    78.7, ,R,18,    32.3, ,R,16
USC00042713,99,99,99,    72.0, ,S,26,    57.2, ,S,27,    86.8, ,S,26,    29.6, ,S,26
USC00042771,99,99,99,    58.6, ,R,12,    44.4, ,R,12,    72.8, ,R,16,    28.4, ,R,12
USC00042805,99,99,99,    63.1, ,R,19,    49.4, ,R,19,    76.7, ,R,21,    27.2, ,R,19
USC00042863,99,99,99,    63.2, ,R,19,    52.3, ,R,19,    74.0, ,S,24,    21.6, ,R,19
USC00042934,99,99,99,    60.1, ,S,27,    48.5, ,S,27,    71.8, ,S,27,    23.3, ,S,27
USC00042941,99,99,99,    58.2, ,R,21,    47.1, ,R,21,    69.2, ,S,28,    22.1, ,R,21
USC00043083,99,99,99,    63.1, ,R,16,    48.1, ,R,20,    78.0, ,R,16,    29.9, ,R,16
USC00043157,99,99,99,    46.3, ,R,22,    34.4, ,R,22,    58.2, ,S,25,    23.8, ,R,22
USC00043161,99,99,99,    50.1, ,R,19,    42.8, ,S,27,    57.4, ,R,19,    14.6, ,R,19
USC00043191,99,99,99,    51.8, ,R,15,    43.1, ,R,15,    60.5, ,R,17,    17.4, ,R,15
USC00043244,99,99,99,    58.4, ,R,18,    48.9, ,R,18,    68.0, ,R,20,    19.1, ,R,18
USC00043256,99,99,99,    65.0, ,R,17,    50.0, ,R,21,    80.0, ,R,17,    30.0, ,R,17
USC00043261,99,99,99,    59.7, ,S,27,    45.3, ,S,29,    74.0, ,S,27,    28.7, ,S,27
USC00043384,99,99,99,    53.5, ,R,16,    42.2, ,R,16,    64.8, ,R,16,    22.5, ,R,16
USC00043392,99,99,99,    61.2, ,R,14,    52.1, ,R,15,    70.2, ,R,14,    18.1, ,R,14
USC00043402,99,99,99,    58.4, ,E, 5,    41.6, ,E, 5,    75.2, ,E, 5,    33.6, ,E, 5
USC00043417,99,99,99,    58.9, ,R,19,    45.3, ,R,21,    72.4, ,R,19,    27.1, ,R,19
USC00043463,99,99,99,    50.7, ,R,24,    36.0, ,S,24,    65.4, ,S,26,    29.4, ,R,24
USC00043551,99,99,99,    42.5, ,R,22,    31.7, ,R,22,    53.3, ,S,26,    21.6, ,R,22
USC00043573,99,99,99,    52.5, ,S,24,    41.3, ,S,24,    63.8, ,S,26,    22.5, ,S,24
USC00043578,99,99,99,    56.6, ,S,28,    42.8, ,S,30,    70.5, ,S,28,    27.7, ,S,28
USC00043647,99,99,99,    51.8, ,R,11,    43.7, ,R,11,    59.9, ,R,11,    16.2, ,R,11
USC00043669,99,99,99,    52.5, ,R,12,    39.0, ,R,12,    66.0, ,R,20,    27.0, ,R,12
USC00043710,99,99,99,    54.9, ,R,18,    40.2, ,R,18,    69.7, ,R,21,    29.5, ,R,18
USC00043714,99,99,99,    53.3, ,R,20,    45.5, ,S,25,    61.1, ,R,20,    15.6, ,R,20
USC00043747,99,99,99,    62.8, ,R,25,    49.5, ,S,26,    76.0, ,S,25,    26.5, ,R,25
USC00043824,99,99,99,    48.9, ,R,23,    32.5, ,R,23,    65.2, ,S,26,    32.7, ,R,23
USC00043855,99,99,99,    68.1, ,S,27,    52.4, ,S,27,    83.8, ,S,29,    31.4, ,S,27
USC00043875,99,99,99,    59.1, ,R,21,    45.8, ,R,21,    72.4, ,S,24,    26.6, ,R,21
USC00043882,99,99,99,    57.1, ,R,19,    48.7, ,R,20,    65.5, ,R,19,    16.8, ,R,19
USC00043896,99,99,99,    63.0, ,R,17,    50.4, ,R,17,    75.6, ,R,19,    25.2, ,R,17
USC00043914,99,99,99,    54.1, ,R,23,    38.6, ,R,23,    69.7, ,S,26,    31.1, ,R,23
USC00043937,99,99,99,    61.1, ,E, 9,    46.6, ,E,10,    75.5, ,E, 9,    28.8, ,E, 9
USC00043939,99,99,99,    51.5, ,R,23,    40.3, ,R,23,    62.7, ,S,26,    22.4, ,R,23
USC00044025,99,99,99,    57.2, ,R,22,    45.1, ,R,22,    69.3, ,S,27,    24.2, ,R,22
USC00044176,99,99,99,    40.6, ,R,12,    30.2, ,R,12,    50.9, ,R,14,    20.8, ,R,12
USC00044211,99,99,99,    50.4, ,R,21,    36.0, ,R,21,    64.7, ,R,21,    28.7, ,R,21
USC00044223,99,99,99,    71.0, ,R,22,    57.0, ,R,22,    85.1, ,R,22,    28.1, ,R,22
USC00044232,99,99,99,    61.0, ,R,19,    45.1, ,R,22,    76.9, ,R,19,    31.8, ,R,19
USC00044259,99,99,99,    74.7, ,R,13,    63.2, ,R,13,    86.3, ,R,16,    23.1, ,R,13
